player_name,player_type,match_format,avg,sr,last5_runs,high_score,wickets,econ,bowl_avg,catches,stumpings,matches,runs,total_balls_faced,balls_per_innings,score,cluster,levels,percent,percentile_score
Abdullah Rana,Bowler,T20,8.4,155.55555555555557,37.0,25.0,11.0,8.428571428571429,10.214285714285714,0.0,0.0,7.0,42.0,27.0,5.4,50.58571428571429,2,1,50.58571428571429,52.400408580183864
Abdullah Shafique,Batsman,ODI,26.115384615384617,78.13578826237054,89.0,113.0,0.0,0.0,0.0,14.0,0.0,26.0,679.0,869.0,33.42307692307692,45.086221120651494,2,1,45.086221120651494,73.4375
Abdullah Shafique,Batsman,T20,13.666666666666666,110.8108108108108,41.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,37.0,12.333333333333334,33.592912912912915,2,1,33.592912912912915,60.77170418006431
Abdullah Shafique,Batsman,Test,67.08333333333333,44.15798134942403,238.0,201.0,0.0,0.0,0.0,19.0,0.0,24.0,1610.0,3646.0,151.91666666666666,84.52188578045957,0,2,84.52188578045957,84.84848484848484
Abdullah Shahid,Batsman,T20,5.5,64.70588235294117,11.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,17.0,8.5,15.99764705882353,1,0,15.99764705882353,30.54662379421222
Abdullah Sheikh,Bowler,T20,4.666666666666667,63.63636363636363,14.0,11.0,2.0,5.6875,9.75,1.0,0.0,4.0,14.0,22.0,7.333333333333333,41.087500000000006,1,0,41.087500000000006,34.62717058222676
Abdullahi Ismail,Bowler,T20,0.0,0.0,0.0,0.0,4.0,6.3125,6.25,0.0,0.0,4.0,0.0,0.0,0.0,45.3125,1,0,45.3125,43.61593462717058
Abdur Rahman Sudais,Batsman,T20,19.0,126.66666666666666,57.0,36.0,0.0,0.0,0.0,2.0,0.0,3.0,57.0,45.0,15.0,40.73777777777777,2,1,40.73777777777777,74.73587505741847
Abdur Rauf,Bowler,ODI,0.0,0.0,0.0,0.0,8.0,5.8375,14.0,1.0,0.0,4.0,0.0,0.0,0.0,50.08749999999999,1,0,50.08749999999999,41.92468619246862
Abdur Rauf,Bowler,Test,17.333333333333332,30.952380952380953,52.0,44.0,6.0,3.6633333333333336,60.166666666666664,0.0,0.0,3.0,52.0,168.0,56.0,24.91,1,0,24.91,13.846153846153847
Abdur Razzak,Bowler,ODI,8.151898734177216,75.40983606557377,21.0,53.0,163.0,4.816859504132232,18.66504132231405,22.0,0.0,121.0,644.0,854.0,10.810126582278482,360.35039669421485,2,1,360.35039669421485,97.57322175732217
Abdur Razzak,Bowler,T20,2.466666666666667,56.060606060606055,0.0,9.0,34.0,7.0078571428571435,13.821428571428571,6.0,0.0,28.0,37.0,66.0,4.4,98.68357142857143,1,0,98.68357142857143,86.82328907048009
Abdur Razzak,Bowler,Test,18.545454545454547,70.58823529411765,88.0,65.0,24.0,3.428181818181818,64.05454545454546,3.0,0.0,11.0,204.0,289.0,26.272727272727273,59.28272727272727,2,1,59.28272727272727,52.15384615384615
Abdur Rehman,Batsman,ODI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,12.920673076923078
Abdur Rehman,Batsman,T20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,6.361966008268259
Abdur Rehman,Bowler,ODI,6.285714285714286,59.45945945945946,31.0,31.0,29.0,4.475333333333334,19.2,4.0,0.0,30.0,132.0,222.0,10.571428571428571,93.054,1,0,93.054,72.30125523012553
Abdur Rehman,Bowler,T20,4.5,75.0,16.0,7.0,11.0,7.808571428571428,11.428571428571429,5.0,0.0,7.0,18.0,24.0,6.0,51.71714285714285,1,0,51.71714285714285,54.44330949948928
Abdur Rehman,Bowler,Test,18.80952380952381,42.42749731471536,106.0,60.0,99.0,2.537272727272727,43.22681818181819,7.0,0.0,22.0,395.0,931.0,44.333333333333336,224.45209090909088,2,1,224.45209090909088,89.07692307692308
Abhijeet Ahuja,Batsman,T20,22.071428571428573,100.98039215686273,53.0,75.0,2.0,0.26666666666666666,0.26666666666666666,5.0,0.0,15.0,309.0,306.0,21.857142857142858,40.784351073762835,2,1,40.784351073762835,74.82774460266421
Abhilash Patil,Batsman,T20,12.0,42.857142857142854,12.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,28.0,28.0,16.902857142857144,1,0,16.902857142857144,31.603123564538354
Abhishek Ahuja,Wicketkeeper,T20,16.1,109.52380952380953,64.0,61.0,0.0,0.0,0.0,11.0,3.0,11.0,161.0,147.0,14.7,44.40529100529101,2,1,44.40529100529101,51.147540983606554
Abhishek Anand,Batsman,T20,13.875,94.87179487179486,93.0,55.0,0.0,0.5,0.0,2.0,0.0,8.0,111.0,117.0,14.625,36.168632478632475,2,1,36.168632478632475,66.2379421221865
Abhishek Sharma,Batsman,T20,35.19444444444444,194.92307692307693,186.0,135.0,6.0,3.738918918918919,1.7162162162162162,18.0,0.0,37.0,1267.0,650.0,18.055555555555557,79.83014245014245,0,2,79.83014245014245,99.77032613688563
Abid Ali,Batsman,ODI,39.0,93.60000000000001,122.0,112.0,0.0,0.0,0.0,3.0,0.0,6.0,234.0,250.0,41.666666666666664,58.82666666666667,0,2,58.82666666666667,91.10576923076923
Abid Ali,Batsman,Test,73.75,48.261758691206545,551.0,224.0,0.0,0.0,0.0,6.0,0.0,16.0,1180.0,2445.0,152.8125,116.22362644853445,0,2,116.22362644853445,98.05194805194806
Abraash Khan,Batsman,T20,16.5,110.00000000000001,66.0,22.0,0.0,0.0,0.0,1.0,0.0,4.0,66.0,60.0,15.0,36.080000000000005,2,1,36.080000000000005,66.00826825907212
Abrar Ahmed,Bowler,ODI,7.0,147.36842105263156,0.0,23.0,28.0,4.429285714285714,22.23857142857143,3.0,0.0,14.0,28.0,19.0,4.75,89.369,2,1,89.369,71.0460251046025
Abrar Ahmed,Bowler,T20,1.0,36.36363636363637,0.0,2.0,40.0,6.964666666666667,12.452333333333332,6.0,0.0,30.0,4.0,11.0,2.75,111.6346,1,0,111.6346,89.58120531154239
Abrar Ahmed,Bowler,Test,7.555555555555555,56.666666666666664,16.0,24.0,46.0,3.567,36.01899999999999,3.0,0.0,10.0,68.0,120.0,13.333333333333334,119.68760000000002,1,0,119.68760000000002,75.53846153846155
Abrar Bilal,Wicketkeeper,T20,10.4,88.13559322033898,28.0,19.0,0.0,0.0,0.0,13.0,6.0,7.0,52.0,59.0,11.8,39.18568738229755,2,1,39.18568738229755,40.65573770491803
Absar Khan,Batsman,T20,3.0,66.66666666666666,6.0,4.0,1.0,4.0,4.0,1.0,0.0,2.0,6.0,9.0,4.5,13.857777777777777,1,0,13.857777777777777,27.74460266421681
Abu Hider,Bowler,ODI,0.0,0.0,0.0,0.0,1.0,4.33,39.0,0.0,0.0,1.0,0.0,0.0,0.0,25.61,1,0,25.61,4.7698744769874475
Abu Hider,Bowler,T20,12.333333333333334,127.58620689655173,23.0,22.0,5.0,10.875,11.3,2.0,0.0,10.0,37.0,29.0,9.666666666666666,30.595,2,1,30.595,12.7170582226762
Abu Jayed,Bowler,ODI,0.0,0.0,0.0,0.0,5.0,6.33,5.8,0.0,0.0,2.0,0.0,0.0,0.0,47.53,1,0,47.53,36.56903765690377
Abu Jayed,Bowler,T20,2.0,66.66666666666666,2.0,2.0,1.0,11.25,45.0,0.0,0.0,1.0,2.0,3.0,3.0,1.25,1,0,1.25,0.5362614913176711
Abu Jayed,Bowler,Test,3.272727272727273,22.929936305732486,9.0,11.0,30.0,3.4907692307692315,23.205384615384617,1.0,0.0,13.0,36.0,157.0,14.272727272727273,95.60446153846154,1,0,95.60446153846154,70.0
Abu Zar,Batsman,T20,2.0,66.66666666666666,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,12.737777777777776,1,0,12.737777777777776,25.746440055121727
Abubacarr Kuyateh,Bowler,T20,8.5,76.11940298507463,51.0,33.0,6.0,8.471666666666666,21.333333333333332,1.0,0.0,6.0,51.0,67.0,11.166666666666666,33.785,2,1,33.785,19.30541368743616
Abul Farhad,Bowler,T20,2.75,61.111111111111114,11.0,6.0,15.0,7.836,10.675,2.0,0.0,10.0,11.0,18.0,4.5,60.087,1,0,60.087,64.86210418794688
Abul Hasan,Batsman,Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,14.393939393939394
Abul Hasan,Bowler,ODI,3.6666666666666665,68.75,11.0,7.0,0.0,7.448571428571428,0.0,1.0,0.0,7.0,11.0,16.0,5.333333333333333,37.65428571428571,1,0,37.65428571428571,16.234309623430963
Abul Hasan,Bowler,T20,0.0,0.0,0.0,0.0,2.0,10.0,8.25,0.0,0.0,2.0,0.0,0.0,0.0,29.049999999999997,1,0,29.049999999999997,11.235955056179774
Abul Hasan,Bowler,Test,55.0,59.352517985611506,165.0,120.0,3.0,4.23,69.16666666666667,2.0,0.0,3.0,165.0,278.0,92.66666666666667,11.809999999999997,0,2,11.809999999999997,7.846153846153846
Acrey Hugo,Batsman,T20,5.0,83.33333333333334,10.0,10.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,12.0,6.0,18.688888888888894,1,0,18.688888888888894,34.74965548920533
Adam Senn,Bowler,T20,24.666666666666668,189.74358974358972,74.0,66.0,2.0,7.15,10.2,3.0,0.0,5.0,74.0,39.0,13.0,36.43,2,1,36.43,24.46373850868233
Adeel Raja,Bowler,ODI,2.6,17.105263157894736,11.0,8.0,6.0,8.641428571428571,4.857142857142857,0.0,0.0,7.0,13.0,76.0,15.2,43.16142857142857,1,0,43.16142857142857,27.78242677824268
Adhitya Shetty,Bowler,ODI,0.0,0.0,0.0,0.0,1.0,5.6,56.0,1.0,0.0,1.0,0.0,0.0,0.0,11.600000000000001,1,0,11.600000000000001,1.380753138075314
Adil Butt,Bowler,T20,34.714285714285715,174.82014388489208,166.0,94.0,14.0,7.726428571428571,15.523571428571428,2.0,0.0,14.0,486.0,278.0,19.857142857142858,55.506571428571434,2,1,55.506571428571434,59.44841675178753
Adil Khan,Bowler,T20,8.5,73.91304347826086,17.0,17.0,6.0,8.625,17.25,0.0,0.0,4.0,17.0,23.0,11.5,35.775000000000006,1,0,35.775000000000006,23.186925434116446
Aditya Panwar,Batsman,T20,21.0,95.45454545454545,21.0,21.0,3.0,8.21,0.3333333333333333,1.0,0.0,3.0,21.0,22.0,22.0,32.989090909090905,2,1,32.989090909090905,59.30179145613229
Adnan Akmal,Batsman,ODI,15.5,69.66292134831461,62.0,27.0,0.0,0.0,0.0,3.0,0.0,5.0,62.0,89.0,22.25,28.703820224719106,2,1,28.703820224719106,46.75480769230769
Adnan Akmal,Wicketkeeper,Test,29.55,44.07158836689038,151.0,82.0,0.0,0.0,0.0,66.0,11.0,21.0,591.0,1341.0,67.05,80.82701963708675,0,2,80.82701963708675,45.45454545454545
Adnan Gondal,Bowler,T20,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.5,1,0,52.5,55.515832482124615
Adnan Idrees,Bowler,T20,12.89655172413793,133.09608540925265,30.0,56.0,31.0,6.747428571428572,9.495428571428572,10.0,0.0,35.0,374.0,281.0,9.689655172413794,96.06045714285713,2,1,96.06045714285713,86.21041879468847
Adnan Ilyas,Batsman,T20,18.75,102.73972602739727,90.0,49.0,0.0,0.0,0.0,2.0,0.0,8.0,150.0,146.0,18.25,40.08995433789954,2,1,40.08995433789954,73.81717960496096
Adnan Mirza,Bowler,T20,14.444444444444445,127.45098039215685,62.0,30.0,7.0,8.674545454545454,9.151818181818182,4.0,0.0,11.0,130.0,102.0,11.333333333333334,42.48527272727273,2,1,42.48527272727273,37.89581205311542
Adnan Mufti,Batsman,ODI,21.866666666666667,82.41206030150754,125.0,57.0,0.0,0.0,0.0,4.0,0.0,16.0,328.0,398.0,26.533333333333335,42.113121161362365,2,1,42.113121161362365,67.78846153846155
Adnan Mufti,Batsman,T20,7.0,100.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,22.36,2,1,22.36,40.28479559026183
Adnan Razzaq,Bowler,T20,4.333333333333333,185.71428571428572,13.0,7.0,3.0,9.875,4.25,2.0,0.0,6.0,13.0,7.0,2.3333333333333335,33.825,2,1,33.825,19.40755873340143
Adnan Shnwarei,Batsman,T20,1.0,33.33333333333333,1.0,1.0,0.0,5.166666666666667,0.0,3.0,0.0,3.0,1.0,3.0,3.0,6.368888888888888,1,0,6.368888888888888,16.972898484152505
Adnan Syed,Batsman,T20,0.0,0.0,0.0,0.0,0.0,19.71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,6.361966008268259
Adnan Tahir,Batsman,T20,4.0,80.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,5.0,16.586666666666662,1,0,16.586666666666662,31.1437758383096
Afif Hossain,Batsman,ODI,22.833333333333332,90.13157894736842,105.0,85.0,3.0,2.8703703703703702,1.4444444444444444,11.0,0.0,27.0,548.0,608.0,25.333333333333332,44.31081871345029,2,1,44.31081871345029,71.63461538461539
Afif Hossain,Batsman,T20,17.775862068965516,121.0093896713615,43.0,77.0,10.0,3.176129032258064,1.6075806451612904,16.0,0.0,62.0,1031.0,852.0,14.689655172413794,40.5921396578706,2,1,40.5921396578706,74.59807073954984
Afif Khattak,Bowler,T20,0.0,0.0,0.0,0.0,1.0,7.67,23.0,0.0,0.0,1.0,0.0,0.0,0.0,25.190000000000005,1,0,25.190000000000005,6.8181818181818175
Aftab Ahmed,Batsman,ODI,19.29090909090909,74.92937853107344,80.0,81.0,4.0,2.1927272727272724,1.1545454545454545,15.0,0.0,55.0,1061.0,1416.0,25.745454545454546,37.14883581578496,2,1,37.14883581578496,58.17307692307693
Aftab Ahmed,Batsman,T20,18.454545454545453,119.41176470588235,19.0,62.0,0.0,2.5,0.0,4.0,0.0,12.0,203.0,170.0,15.454545454545455,37.85832442067736,2,1,37.85832442067736,69.68305006890216
Aftab Ahmed,Batsman,Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,14.393939393939394
Aftab Ahmed,Bowler,Test,38.63636363636363,47.53914988814318,187.0,88.0,4.0,1.9754545454545456,9.5,3.0,0.0,11.0,425.0,894.0,81.27272727272727,56.373636363636365,0,2,56.373636363636365,47.38461538461539
Aftab Hussain,Bowler,T20,2.3333333333333335,140.0,1.0,5.0,16.0,7.025,15.717000000000002,1.0,0.0,10.0,7.0,5.0,1.6666666666666667,61.4948,2,1,61.4948,66.54749744637385
Aftab Kayani,Bowler,T20,10.666666666666666,100.0,32.0,20.0,7.0,6.1659999999999995,7.8,0.0,0.0,5.0,32.0,32.0,10.666666666666666,50.822,2,1,50.822,53.013278855975486
Afzaal Haider,Bowler,ODI,0.0,0.0,0.0,0.0,2.0,9.645,61.5,1.0,0.0,2.0,0.0,10.0,10.0,-1.834999999999999,1,0,-1.834999999999999,0.33472803347280333
Agha Salman,Batsman,T20,18.324324324324323,117.50433275563259,177.0,63.0,5.0,2.6623076923076923,1.5128205128205128,14.0,0.0,39.0,678.0,577.0,15.594594594594595,50.16027167548832,2,1,50.16027167548832,88.51630684428112
Agha Salman,Bowler,ODI,36.22222222222222,96.16519174041298,247.0,134.0,18.0,4.928571428571429,6.254047619047619,18.0,0.0,42.0,1304.0,1356.0,37.666666666666664,77.46185714285714,0,2,77.46185714285714,64.85355648535564
Agha Salman,Bowler,Test,64.65217391304348,62.29576874738165,277.0,167.0,20.0,3.8547826086956527,21.148695652173913,32.0,0.0,23.0,1487.0,2387.0,103.78260869565217,75.74643478260869,0,2,75.74643478260869,61.69230769230769
Ahmad Khalid Ahmadzai,Bowler,T20,0.6666666666666666,18.181818181818183,2.0,1.0,6.0,6.75,13.875,0.0,0.0,4.0,2.0,11.0,3.6666666666666665,43.425,1,0,43.425,39.47906026557712
Ahmad Ramdoni,Wicketkeeper,T20,12.4,83.47613219094248,59.0,35.0,0.0,0.0,0.0,50.0,7.0,66.0,682.0,817.0,14.854545454545455,64.81691826465388,2,1,64.81691826465388,85.24590163934425
Ahmad Raza,Batsman,T20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,6.361966008268259
Ahmad Raza,Bowler,T20,1.0,50.0,2.0,2.0,2.0,7.9,11.6,2.0,0.0,5.0,2.0,4.0,2.0,33.339999999999996,1,0,33.339999999999996,18.181818181818183
Ahmadi Ravat,Batsman,T20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,0.0,6.361966008268259
Ahmadschah Ahmadzai,Bowler,T20,0.0,0.0,0.0,0.0,2.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,20.8,1,0,20.8,4.239019407558733
Ahmadullah Shinwari,Batsman,T20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,6.361966008268259
Ahmadullah Shinwari,Bowler,T20,5.714285714285714,102.56410256410255,8.0,26.0,17.0,7.527500000000001,9.891499999999999,6.0,0.0,20.0,40.0,39.0,5.571428571428571,65.48259999999999,2,1,65.48259999999999,69.91828396322778
Ahmed Aqeel,Batsman,T20,19.0,121.27659574468086,12.0,65.0,5.0,2.6665625,1.765625,7.0,0.0,32.0,513.0,423.0,15.666666666666666,38.17276595744681,2,1,38.17276595744681,70.37207165824529
Ahmed Baladraf,Bowler,T20,0.0,0.0,0.0,0.0,7.0,7.145,16.2925,1.0,0.0,4.0,0.0,1.0,1.0,42.789500000000004,1,0,42.789500000000004,38.253319713993875
Ahmed Daniyal,Bowler,T20,17.0,154.54545454545453,17.0,17.0,3.0,5.54,13.75,1.0,0.0,2.0,17.0,11.0,11.0,41.13,2,1,41.13,34.6782431052094
Ahmed Faiz,Batsman,T20,22.23076923076923,124.21203438395416,91.0,105.0,1.0,0.6419753086419753,0.19753086419753085,24.0,0.0,81.0,1734.0,1396.0,17.897435897435898,49.80251855117184,2,1,49.80251855117184,87.87322002756086
Ahmed Hassan,Batsman,T20,14.23076923076923,79.39914163090128,87.0,42.0,3.0,0.9038461538461539,2.769230769230769,4.0,0.0,13.0,185.0,233.0,17.923076923076923,32.48036975899637,2,1,32.48036975899637,58.47496554892053
Ahmed Hassan,Wicketkeeper,T20,29.0625,142.2018348623853,164.0,59.0,0.0,0.0,0.0,12.0,2.0,16.0,465.0,327.0,20.4375,60.308741080530076,2,1,60.308741080530076,80.32786885245902
Ahmed Raid,Bowler,T20,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,1,0,39.0,30.234933605720123
Ahmed Raza,Bowler,ODI,10.86111111111111,62.06349206349206,39.0,50.0,57.0,4.259574468085107,19.048510638297873,15.0,0.0,47.0,391.0,630.0,17.5,149.79217021276597,2,1,149.79217021276597,84.85355648535565
Ahmed Raza,Bowler,T20,6.75,81.203007518797,6.0,22.0,28.0,6.9769767441860475,8.251162790697675,15.0,0.0,43.0,108.0,133.0,8.3125,90.11837209302325,1,0,90.11837209302325,84.47395301327886
Ahmed Shehzad,Batsman,ODI,31.9375,72.17514124293785,23.0,124.0,2.0,0.7985365853658535,0.6219512195121951,29.0,0.0,82.0,2555.0,3540.0,44.25,43.427523540489645,2,1,43.427523540489645,70.07211538461539
Ahmed Shehzad,Batsman,T20,24.75862068965517,115.34136546184739,74.0,111.0,0.0,0.1724137931034483,0.0,14.0,0.0,58.0,1436.0,1245.0,21.46551724137931,49.049308036744684,2,1,49.049308036744684,87.0463941203491
Ahmed Shehzad,Batsman,Test,75.53846153846153,50.9865005192108,212.0,176.0,0.0,0.4764285714285714,0.0,4.0,0.0,14.0,982.0,1926.0,148.15384615384616,87.55005777884283,0,2,87.55005777884283,87.22943722943724
Ahmed Wardak,Bowler,T20,13.333333333333334,102.56410256410255,39.0,29.0,9.0,6.675714285714286,2.5242857142857145,1.0,0.0,7.0,40.0,39.0,13.0,56.458285714285715,2,1,56.458285714285715,60.776302349336056
Ahmer Bin Nisar,Wicketkeeper,T20,20.016949152542374,126.98924731182795,87.0,62.0,2.0,0.2230769230769231,0.35384615384615387,28.0,2.0,65.0,1181.0,930.0,15.76271186440678,61.56446550432335,2,1,61.56446550432335,81.63934426229508
Ahsan Abbasi,Batsman,T20,12.6,91.30434782608695,63.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,63.0,69.0,13.8,29.857391304347825,2,1,29.857391304347825,53.74368396876436
Ahsan Ali,Batsman,T20,18.0,92.3076923076923,36.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,39.0,19.5,32.66461538461538,2,1,32.66461538461538,58.65870463941204
Ahsan Khan,Bowler,T20,3.6666666666666665,122.22222222222223,8.0,8.0,5.0,11.296666666666667,7.888888888888889,1.0,0.0,9.0,11.0,9.0,3.0,31.37666666666667,2,1,31.37666666666667,14.14708886618999
Ahsan Malik,Bowler,ODI,2.0,33.33333333333333,4.0,3.0,8.0,4.51,7.583333333333333,3.0,0.0,6.0,4.0,12.0,6.0,57.92,1,0,57.92,53.22175732217573
Ahsan Malik,Bowler,T20,3.6666666666666665,104.76190476190477,14.0,11.0,30.0,7.198333333333333,11.8075,8.0,0.0,24.0,22.0,21.0,3.5,91.32050000000001,2,1,91.32050000000001,84.78038815117466
Ahsan ul Haq,Batsman,T20,0.5,16.666666666666664,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,3.0,3.2577777777777777,1,0,3.2577777777777777,13.688562241616903
Aijaz Ali,Batsman,ODI,2.5,45.45454545454545,5.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,11.0,5.5,9.90909090909091,1,0,9.90909090909091,29.927884615384613
Ainool Hafizs,Wicketkeeper,T20,6.344827586206897,95.83333333333334,0.0,21.0,0.0,0.0,0.0,27.0,11.0,53.0,184.0,192.0,6.620689655172414,50.8595146871009,2,1,50.8595146871009,64.91803278688525
Ainool Haqqiem,Wicketkeeper,T20,10.0,100.0,20.0,12.0,0.0,0.0,0.0,1.0,2.0,3.0,20.0,20.0,10.0,30.888888888888886,2,1,30.888888888888886,24.59016393442623
Aizaz Cheema,Bowler,ODI,4.333333333333333,57.77777777777777,11.0,9.0,23.0,5.372142857142857,20.523571428571426,1.0,0.0,14.0,26.0,45.0,7.5,77.56942857142857,1,0,77.56942857142857,64.93723849372385
Aizaz Cheema,Bowler,T20,0.0,0.0,0.0,0.0,8.0,6.6,18.7,0.0,0.0,5.0,0.0,3.0,3.0,44.980000000000004,1,0,44.980000000000004,42.747701736465785
Aizaz Cheema,Bowler,Test,0.3333333333333333,4.3478260869565215,1.0,1.0,20.0,3.132857142857142,27.132857142857144,1.0,0.0,7.0,1.0,23.0,7.666666666666667,74.32171428571428,1,0,74.32171428571428,60.76923076923077
Aizaz Khan,Bowler,ODI,14.3,67.77251184834124,58.0,44.0,13.0,5.773076923076923,26.153846153846153,1.0,0.0,13.0,143.0,211.0,21.1,52.988461538461536,2,1,52.988461538461536,45.69037656903765
Aizaz Khan,Bowler,T20,13.04,110.38374717832957,37.0,48.0,93.0,7.7009302325581395,11.658720930232558,24.0,0.0,86.0,978.0,886.0,11.813333333333333,215.90197674418604,2,1,215.90197674418604,98.31460674157303
Ajhar Alam,Bowler,T20,2.5,55.55555555555556,5.0,4.0,1.0,11.415,23.0,0.0,0.0,2.0,5.0,9.0,4.5,13.955000000000005,1,0,13.955000000000005,1.8896833503575077
Akash Babu,Batsman,T20,0.6666666666666666,33.33333333333333,2.0,2.0,0.0,3.6666666666666665,0.0,1.0,0.0,3.0,2.0,6.0,2.0,6.293333333333333,1,0,6.293333333333333,16.812126779972438
Akash Deep,Bowler,Test,16.3,53.79537953795379,118.0,66.0,28.0,4.057999999999999,42.187,2.0,0.0,10.0,163.0,303.0,30.3,78.51379999999999,2,1,78.51379999999999,63.23076923076923
Akbar Khan,Batsman,T20,5.0,54.054054054054056,20.0,7.0,0.0,0.0,0.0,1.0,0.0,4.0,20.0,37.0,9.25,14.409009009009008,1,0,14.409009009009008,28.433624253559948
Akeem Jordan,Bowler,ODI,3.0,50.0,3.0,3.0,1.0,5.585,18.0,2.0,0.0,2.0,3.0,6.0,6.0,34.445,1,0,34.445,12.05020920502092
Akhil Anil,Bowler,T20,11.1,115.625,25.0,52.0,19.0,5.655454545454545,7.931818181818182,5.0,0.0,22.0,222.0,192.0,9.6,76.27454545454546,2,1,76.27454545454546,77.93667007150154
Akhil Arjunan,Bowler,T20,12.222222222222221,90.1639344262295,50.0,24.0,6.0,6.634166666666666,10.5,1.0,0.0,12.0,110.0,122.0,13.555555555555555,45.7975,2,1,45.7975,44.637385086823286
Akhil Kumar,Batsman,ODI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,12.920673076923078
Akhil Kumar,Bowler,ODI,6.5,66.66666666666666,26.0,15.0,6.0,5.038,10.834,2.0,0.0,5.0,26.0,39.0,9.75,50.3856,1,0,50.3856,42.25941422594142
Akhil Kumar,Bowler,T20,6.833333333333333,113.88888888888889,1.0,14.0,10.0,6.713846153846154,9.897692307692308,4.0,0.0,13.0,41.0,36.0,6.0,53.91984615384615,2,1,53.91984615384615,57.507660878447396
Akif Javed,Bowler,ODI,3.3333333333333335,71.42857142857143,10.0,8.0,7.0,6.016666666666667,30.333333333333332,0.0,0.0,3.0,10.0,14.0,4.666666666666667,37.75,1,0,37.75,16.401673640167363
Akif Raja,Batsman,ODI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,12.920673076923078
Akif Raja,Bowler,ODI,0.0,0.0,0.0,0.0,3.0,4.159999999999999,17.4,2.0,0.0,5.0,0.0,0.0,0.0,43.080000000000005,1,0,43.080000000000005,27.531380753138073
Akif Raja,Bowler,T20,10.4,118.18181818181819,1.0,28.0,18.0,8.706315789473683,10.438421052631579,3.0,0.0,19.0,52.0,44.0,8.8,63.61800000000001,2,1,63.61800000000001,68.488253319714
Akram Khan,Batsman,ODI,28.5,58.16326530612245,57.0,44.0,0.0,0.0,0.0,1.0,0.0,2.0,57.0,98.0,49.0,36.187210884353746,2,1,36.187210884353746,56.00961538461539
Akramullah Malikzada,Batsman,T20,0.0,0.0,0.0,0.0,1.0,10.5,3.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1,0,0.0,6.361966008268259
Akshay Homraj,Batsman,ODI,19.875,71.30044843049326,87.0,44.0,0.0,0.0,0.0,12.0,0.0,8.0,159.0,223.0,27.875,35.026741405082205,2,1,35.026741405082205,54.206730769230774
Al Sahariar,Batsman,ODI,7.333333333333333,44.89795918367347,30.0,14.0,0.0,0.0,0.0,3.0,0.0,7.0,44.0,98.0,16.333333333333332,15.705215419501135,1,0,15.705215419501135,34.375
Al Sahariar,Batsman,Test,36.0,59.01639344262295,36.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,61.0,61.0,39.11606557377049,2,1,39.11606557377049,43.93939393939394
Al-Amin Hossain,Bowler,ODI,0.6666666666666666,20.0,1.0,2.0,22.0,5.648666666666668,23.266666666666666,1.0,0.0,15.0,4.0,20.0,3.3333333333333335,73.094,1,0,73.094,63.01255230125523
Al-Amin Hossain,Bowler,T20,1.75,58.333333333333336,0.0,5.0,43.0,7.103928571428571,13.773571428571428,3.0,0.0,28.0,7.0,12.0,3.0,116.42407142857142,1,0,116.42407142857142,90.55158324821247
